       tAtm       Prec      rSoil      rRoot     hCritA         rB         hB         ht       tTop       tBot       Ampl       cTop       cBot  RootDepth
        666        0.57         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        667        0.57        1.47           0       1e+05           0           0           0           0           0           0           0           0           0
        668        0.57         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
        669        0.57         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        670        0.86         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
        671        0.06         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
        672        2.26         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
        673        2.36         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        674        0.56         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        675        0.56         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
        676        0.46         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        677        0.16         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
        678        4.76         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        679       14.96         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        680        3.76           1           0       1e+05           0           0           0           0           0           0           0           0           0
        681        0.16        1.53           0       1e+05           0           0           0           0           0           0           0           0           0
        682        3.86         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        683        9.36         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        684        0.46         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
        685        4.16        1.31           0       1e+05           0           0           0           0           0           0           0           0           0
        686        2.26         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        687        2.86         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        688        0.26         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        689        0.06        1.52           0       1e+05           0           0           0           0           0           0           0           0           0
        690        0.06         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        691        0.06        1.72           0       1e+05           0           0           0           0           0           0           0           0           0
        692        0.06        1.25           0       1e+05           0           0           0           0           0           0           0           0           0
        693        0.06         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        694        4.16         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
        695        0.56         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        696        0.26         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        697        0.26         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        698        0.06         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
        699        0.06         2.7           0       1e+05           0           0           0           0           0           0           0           0           0
        700        0.06         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
        701        0.69         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
        702        2.19        2.79           0       1e+05           0           0           0           0           0           0           0           0           0
        703        7.79         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        704        0.69         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        705        0.69         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
        706        0.69         2.7           0       1e+05           0           0           0           0           0           0           0           0           0
        707        0.69         3.2           0       1e+05           0           0           0           0           0           0           0           0           0
        708        0.69         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
        709        0.69         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        710        0.69        2.38           0       1e+05           0           0           0           0           0           0           0           0           0
        711        0.69         1.8           0       1e+05           0           0           0           0           0           0           0           0           0
        712        0.69         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        713        2.09         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        714        1.59           1           0       1e+05           0           0           0           0           0           0           0           0           0
        715        0.69           3           0       1e+05           0           0           0           0           0           0           0           0           0
        716        0.69         3.5           0       1e+05           0           0           0           0           0           0           0           0           0
        717        0.69         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
        718        0.69         4.4           0       1e+05           0           0           0           0           0           0           0           0           0
        719        0.69        4.51           0       1e+05           0           0           0           0           0           0           0           0           0
        720        0.69        4.18           0       1e+05           0           0           0           0           0           0           0           0           0
        721        0.69         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
        722        0.69         5.2           0       1e+05           0           0           0           0           0           0           0           0           0
        723        0.69         4.8           0       1e+05           0           0           0           0           0           0           0           0           0
        724        1.09         4.8           0       1e+05           0           0           0           0           0           0           0           0           0
        725        0.69        4.84           0       1e+05           0           0           0           0           0           0           0           0           0
        726        4.89         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
        727        5.29        2.31           0       1e+05           0           0           0           0           0           0           0           0           0
        728        4.49         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
        729        3.59         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
        730        0.69         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        731        0.82        2.77           0       1e+05           0           0           0           0           0           0           0           0           0
        732        1.22        2.01           0       1e+05           0           0           0           0           0           0           0           0           0
        733        0.92         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        734        0.92           2           0       1e+05           0           0           0           0           0           0           0           0           0
        735        0.82         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        736        1.92         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
        737        1.42         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        738        7.92         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
        739        1.62         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
        740        1.22        2.14           0       1e+05           0           0           0           0           0           0           0           0           0
        741        1.62        1.87           0       1e+05           0           0           0           0           0           0           0           0           0
        742        0.82         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
        743        0.82         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
        744        0.82         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        745        0.82        3.21           0       1e+05           0           0           0           0           0           0           0           0           0
        746        6.32         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
        747        0.92         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        748        0.82         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
        749        0.82         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
        750        7.42         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
        751        0.82           2           0       1e+05           0           0           0           0           0           0           0           0           0
        752        0.82         1.9           0       1e+05           0           0           0           0           0           0           0           0           0
        753        0.82         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
        754        0.82         4.7           0       1e+05           0           0           0           0           0           0           0           0           0
        755        0.82         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        756        0.82        3.93           0       1e+05           0           0           0           0           0           0           0           0           0
        757        1.12         3.2           0       1e+05           0           0           0           0           0           0           0           0           0
        758        0.82        2.73           0       1e+05           0           0           0           0           0           0           0           0           0
        759        0.82         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        760        0.82        3.16           0       1e+05           0           0           0           0           0           0           0           0           0
        761        2.02         3.3           0       1e+05           0           0           0           0           0           0           0           0           0
        762         1.2        4.93           0       1e+05           0           0           0           0           0           0           0           0           0
        763         1.2         6.3           0       1e+05           0           0           0           0           0           0           0           0           0
        764        13.4        4.49           0       1e+05           0           0           0           0           0           0           0           0           0
        765         1.2        4.31           0       1e+05           0           0           0           0           0           0           0           0           0
        766         1.2        5.51           0       1e+05           0           0           0           0           0           0           0           0           0
        767NA         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
        768NA        4.64           0       1e+05           0           0           0           0           0           0           0           0           0
        769NA        4.57           0       1e+05           0           0           0           0           0           0           0           0           0
        770         1.2        4.95           0       1e+05           0           0           0           0           0           0           0           0           0
        771NA         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
        772NA         3.3           0       1e+05           0           0           0           0           0           0           0           0           0
        773NA         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        774         1.2         4.7           0       1e+05           0           0           0           0           0           0           0           0           0
        775         1.2        5.59           0       1e+05           0           0           0           0           0           0           0           0           0
        776         1.2        4.33           0       1e+05           0           0           0           0           0           0           0           0           0
        777         1.5        2.78           0       1e+05           0           0           0           0           0           0           0           0           0
        778         1.2         4.8           0       1e+05           0           0           0           0           0           0           0           0           0
        779         1.2         5.8           0       1e+05           0           0           0           0           0           0           0           0           0
        780         5.8         6.1           0       1e+05           0           0           0           0           0           0           0           0           0
        781         4.9         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
        782         1.2         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
        783         1.2        5.19           0       1e+05           0           0           0           0           0           0           0           0           0
        784         1.2         6.3           0       1e+05           0           0           0           0           0           0           0           0           0
        785         1.2        7.11           0       1e+05           0           0           0           0           0           0           0           0           0
        786         1.2         7.4           0       1e+05           0           0           0           0           0           0           0           0           0
        787         1.2        6.97           0       1e+05           0           0           0           0           0           0           0           0           0
        788         1.2        4.82           0       1e+05           0           0           0           0           0           0           0           0           0
        789         1.2        4.41           0       1e+05           0           0           0           0           0           0           0           0           0
        790         1.2         5.8           0       1e+05           0           0           0           0           0           0           0           0           0
        791         1.2         8.4           0       1e+05           0           0           0           0           0           0           0           0           0
        792        1.34        5.78           0       1e+05           0           0           0           0           0           0           0           0           0
        793        1.34         4.5           0       1e+05           0           0           0           0           0           0           0           0           0
        794        1.34         3.9           0       1e+05           0           0           0           0           0           0           0           0           0
        795        1.34        4.55           0       1e+05           0           0           0           0           0           0           0           0           0
        796        1.34        3.97           0       1e+05           0           0           0           0           0           0           0           0           0
        797        7.04        3.64           0       1e+05           0           0           0           0           0           0           0           0           0
        798        1.34         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        799        1.34         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
        800        1.34         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
        801        1.34        3.63           0       1e+05           0           0           0           0           0           0           0           0           0
        802        1.84         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        803       17.84         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
        804        3.34        2.55           0       1e+05           0           0           0           0           0           0           0           0           0
        805        1.34        1.74           0       1e+05           0           0           0           0           0           0           0           0           0
        806        1.34        2.17           0       1e+05           0           0           0           0           0           0           0           0           0
        807        1.34         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
        808        1.34        3.05           0       1e+05           0           0           0           0           0           0           0           0           0
        809        1.34         4.4           0       1e+05           0           0           0           0           0           0           0           0           0
        810        1.84         3.6           0       1e+05           0           0           0           0           0           0           0           0           0
        811       11.54           5           0       1e+05           0           0           0           0           0           0           0           0           0
        812        1.34        4.52           0       1e+05           0           0           0           0           0           0           0           0           0
        813        1.64        3.81           0       1e+05           0           0           0           0           0           0           0           0           0
        814        1.34        5.29           0       1e+05           0           0           0           0           0           0           0           0           0
        815        1.34        6.44           0       1e+05           0           0           0           0           0           0           0           0           0
        816        1.34         7.2           0       1e+05           0           0           0           0           0           0           0           0           0
        817        1.34         7.1           0       1e+05           0           0           0           0           0           0           0           0           0
        818        1.34         6.4           0       1e+05           0           0           0           0           0           0           0           0           0
        819        1.34        4.88           0       1e+05           0           0           0           0           0           0           0           0           0
        820        8.94         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
        821        1.34         4.1           0       1e+05           0           0           0           0           0           0           0           0           0
        822       11.04         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        823        1.22         3.5           0       1e+05           0           0           0           0           0           0           0           0           0
        824        2.22         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
        825       13.62        3.14           0       1e+05           0           0           0           0           0           0           0           0           0
        826        1.22        3.12           0       1e+05           0           0           0           0           0           0           0           0           0
        827       35.92         2.8           0       1e+05           0           0           0           0           0           0           0           0           0
        828        2.12         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
        829        1.22        3.13           0       1e+05           0           0           0           0           0           0           0           0           0
        830        1.22        4.13           0       1e+05           0           0           0           0           0           0           0           0           0
        831        2.02         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        832        1.32         4.2           0       1e+05           0           0           0           0           0           0           0           0           0
        833        1.22         4.7           0       1e+05           0           0           0           0           0           0           0           0           0
        834        4.72        3.94           0       1e+05           0           0           0           0           0           0           0           0           0
        835        1.52        2.85           0       1e+05           0           0           0           0           0           0           0           0           0
        836        1.22         3.4           0       1e+05           0           0           0           0           0           0           0           0           0
        837        6.62         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
        838        1.52         3.1           0       1e+05           0           0           0           0           0           0           0           0           0
        839        3.12        2.78           0       1e+05           0           0           0           0           0           0           0           0           0
        840       13.22         2.4           0       1e+05           0           0           0           0           0           0           0           0           0
        841        1.22        3.41           0       1e+05           0           0           0           0           0           0           0           0           0
        842        1.22         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
        843        1.22           3           0       1e+05           0           0           0           0           0           0           0           0           0
        844        1.22           4           0       1e+05           0           0           0           0           0           0           0           0           0
        845        1.22           4           0       1e+05           0           0           0           0           0           0           0           0           0
        846        1.22         4.3           0       1e+05           0           0           0           0           0           0           0           0           0
        847        1.22        3.99           0       1e+05           0           0           0           0           0           0           0           0           0
        848        1.22         4.4           0       1e+05           0           0           0           0           0           0           0           0           0
        849        1.32         3.7           0       1e+05           0           0           0           0           0           0           0           0           0
        850        3.02         3.8           0       1e+05           0           0           0           0           0           0           0           0           0
        851       12.82        2.96           0       1e+05           0           0           0           0           0           0           0           0           0
        852        1.22         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
        853        1.22        4.07           0       1e+05           0           0           0           0           0           0           0           0           0
        854        1.23         2.3           0       1e+05           0           0           0           0           0           0           0           0           0
        855        0.93         2.5           0       1e+05           0           0           0           0           0           0           0           0           0
        856        1.03         2.2           0       1e+05           0           0           0           0           0           0           0           0           0
        857        2.43         2.9           0       1e+05           0           0           0           0           0           0           0           0           0
        858        1.43        2.21           0       1e+05           0           0           0           0           0           0           0           0           0
        859        0.93        2.43           0       1e+05           0           0           0           0           0           0           0           0           0
        860        1.03         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        861        3.23         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
        862        3.43         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        863        0.93           2           0       1e+05           0           0           0           0           0           0           0           0           0
        864        2.43        2.53           0       1e+05           0           0           0           0           0           0           0           0           0
        865        1.03           2           0       1e+05           0           0           0           0           0           0           0           0           0
        866        0.93        2.07           0       1e+05           0           0           0           0           0           0           0           0           0
        867        0.93           2           0       1e+05           0           0           0           0           0           0           0           0           0
        868        1.23        2.72           0       1e+05           0           0           0           0           0           0           0           0           0
        869        4.63         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        870        2.03         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
        871        2.23         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
        872        0.93         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        873        0.93        1.47           0       1e+05           0           0           0           0           0           0           0           0           0
        874        0.93         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
        875        0.93         2.6           0       1e+05           0           0           0           0           0           0           0           0           0
        876        1.33         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        877        1.03         1.6           0       1e+05           0           0           0           0           0           0           0           0           0
        878        6.83        1.19           0       1e+05           0           0           0           0           0           0           0           0           0
        879        4.53         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        880        9.83         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        881        3.83         1.7           0       1e+05           0           0           0           0           0           0           0           0           0
        882       11.93        1.31           0       1e+05           0           0           0           0           0           0           0           0           0
        883        6.93         2.1           0       1e+05           0           0           0           0           0           0           0           0           0
        884       10.93         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        885       14.93        1.49           0       1e+05           0           0           0           0           0           0           0           0           0
        886        1.83           1           0       1e+05           0           0           0           0           0           0           0           0           0
        887       15.83         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
        888        2.33         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
        889        0.83         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
        890        0.83           1           0       1e+05           0           0           0           0           0           0           0           0           0
        891        4.83         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
        892        5.03           1           0       1e+05           0           0           0           0           0           0           0           0           0
        893        0.83         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        894        0.93         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
        895        0.83        1.35           0       1e+05           0           0           0           0           0           0           0           0           0
        896        2.73        1.57           0       1e+05           0           0           0           0           0           0           0           0           0
        897        0.83         1.4           0       1e+05           0           0           0           0           0           0           0           0           0
        898        0.83         1.3           0       1e+05           0           0           0           0           0           0           0           0           0
        899       16.63         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
        900        4.63           1           0       1e+05           0           0           0           0           0           0           0           0           0
        901        5.53         1.2           0       1e+05           0           0           0           0           0           0           0           0           0
        902        1.83         0.9           0       1e+05           0           0           0           0           0           0           0           0           0
        903        2.53        0.63           0       1e+05           0           0           0           0           0           0           0           0           0
        904        0.93         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
        905        0.83         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
        906        0.83         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
        907        0.83         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
        908        0.83         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        909        0.83         1.5           0       1e+05           0           0           0           0           0           0           0           0           0
        910        1.43         1.1           0       1e+05           0           0           0           0           0           0           0           0           0
        911        1.83         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        912        0.83         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        913        0.83         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        914        0.83         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        915        5.05         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        916        4.95           1           0       1e+05           0           0           0           0           0           0           0           0           0
        917        0.85         0.8           0       1e+05           0           0           0           0           0           0           0           0           0
        918        4.15         0.7           0       1e+05           0           0           0           0           0           0           0           0           0
        919        2.85         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        920        4.35         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        921        1.35         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        922        2.85         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        923        2.95         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        924        0.65         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        925        0.65         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        926        0.65         0.5           0       1e+05           0           0           0           0           0           0           0           0           0
        927        0.75         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        928        0.65         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        929        0.65         0.3           0       1e+05           0           0           0           0           0           0           0           0           0
        930        8.15         0.4           0       1e+05           0           0           0           0           0           0           0           0           0
        931        0.75         0.2           0       1e+05           0           0           0           0           0           0           0           0           0
        932        3.15        0.38           0       1e+05           0           0           0           0           0           0           0           0           0
        933        2.15         0.6           0       1e+05           0           0           0           0           0           0           0           0           0
        934        3.65         0.1           0       1e+05           0           0           0           0           0           0           0           0           0
